dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,16,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2563710750,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,17,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95278,injected samples,95328,904672,0.96523,1.0,1.0,904672,"[3862, 3862, 3894, 3830, 3894, 3894, 3862, 3797, 3830, 60553]","[4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904672]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904672]",0,0,,simulated,,3287356275,1702036,0.0570940131326831,0.0,0,0.0,0.02625416699447669
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,17,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2736728920,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,18,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95278,injected samples,95328,904672,0.96523,1.0,1.0,904672,"[3797, 3830, 3894, 3862, 3862, 3894, 3894, 3862, 3830, 60553]","[2.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904672]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904672]",0,0,,simulated,,3325765047,1802036,0.057094013104112856,0.0,0,0.0,0.027398834004998207
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,18,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,3078527200,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,19,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95244,injected samples,95294,904706,0.965253,1.0,1.0,904706,"[3831, 3895, 3895, 3863, 3831, 3863, 3798, 3895, 3831, 60542]","[3.0, 5.0, 5.0, 4.0, 3.0, 4.0, 2.0, 5.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]",0,0,,simulated,,2408173075,1902036,0.057084621841522104,0.0,0,0.0,0.02646162500604987
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,19,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1103024350,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,20,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95115,injected samples,95165,904835,0.96534,1.0,1.0,904835,"[3900, 3868, 3770, 3868, 3835, 3868, 3900, 3803, 3803, 60500]","[5.0, 4.0, 1.0, 4.0, 3.0, 4.0, 5.0, 2.0, 2.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904835]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904835]",0,0,,simulated,,2846202464,2002036,0.05704705465454235,0.0,0,0.0,0.02656800000113435
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,20,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,3468417943,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,21,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95212,injected samples,95262,904738,0.965274,1.0,1.0,904738,"[3864, 3864, 3897, 3897, 3832, 3864, 3767, 3897, 3799, 60531]","[4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 1.0, 5.0, 2.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904738]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904738]",0,0,,simulated,,1470143501,2102036,0.057075225032248225,0.0,0,0.0,0.026705750002292916
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,21,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1258123518,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,22,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95178,injected samples,95228,904772,0.965298,1.0,1.0,904772,"[3898, 3865, 3865, 3898, 3800, 3800, 3865, 3833, 3833, 60521]","[5.0, 4.0, 4.0, 5.0, 2.0, 2.0, 4.0, 3.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904772]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904772]",0,0,,simulated,,4130098057,2202036,0.0570658430401501,0.0,0,0.0,0.02716708299703896
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,22,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,194847478,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,23,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95244,injected samples,95294,904706,0.965253,1.0,1.0,904706,"[3863, 3895, 3863, 3831, 3895, 3863, 3831, 3863, 3798, 60542]","[4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 3.0, 4.0, 2.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]",0,0,,simulated,,1219628861,2302036,0.05708462657151825,0.0,0,0.0,0.027136167016578838
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,23,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1667125059,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,24,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95244,injected samples,95294,904706,0.965253,1.0,1.0,904706,"[3895, 3863, 3895, 3863, 3863, 3863, 3798, 3831, 3831, 60542]","[5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.0, 3.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904706]",0,0,,simulated,,988253402,2402036,0.05708462657191425,0.0,0,0.0,0.026834499993128702
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,24,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1800344096,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,25,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95148,injected samples,95198,904802,0.965317,1.0,1.0,904802,"[3867, 3867, 3802, 3834, 3899, 3867, 3834, 3834, 3834, 60510]","[4.0, 4.0, 2.0, 3.0, 5.0, 4.0, 3.0, 3.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904802]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904802]",0,0,,simulated,,2453444522,2502036,0.05705646049671495,0.0,0,0.0,0.027616915991529822
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,25,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2643979114,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,26,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95344,injected samples,95394,904606,0.965185,1.0,1.0,904606,"[3892, 3892, 3860, 3827, 3892, 3860, 3860, 3827, 3860, 60574]","[5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 3.0, 4.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904606]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904606]",0,0,,simulated,,4068451923,2602036,0.0571127944400467,0.0,0,0.0,0.02664695799467154
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,26,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2011603740,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,27,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95212,injected samples,95262,904738,0.965274,1.0,1.0,904738,"[3864, 3832, 3897, 3864, 3832, 3864, 3897, 3897, 3734, 60531]","[4.0, 3.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904738]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904738]",0,0,,simulated,,3946552607,2702036,0.05707522201953075,0.0,0,0.0,0.0277981249964796
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,27,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,925475291,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,28,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95309,injected samples,95359,904641,0.965209,1.0,1.0,904641,"[3893, 3893, 3893, 3828, 3861, 3861, 3796, 3828, 3893, 60563]","[5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 2.0, 3.0, 5.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904641]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904641]",0,0,,simulated,,866950317,2802036,0.057103398245420836,0.0,0,0.0,0.026708667021011934
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,28,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1930140597,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,29,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95310,injected samples,95360,904640,0.965208,1.0,1.0,904640,"[3893, 3861, 3861, 3893, 3861, 3861, 3796, 3893, 3828, 60563]","[5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 2.0, 5.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904640]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904640]",0,0,,simulated,,41743798,2902036,0.057103401554407296,0.0,0,0.0,0.02636333298869431
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,29,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1633980932,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,30,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95213,injected samples,95263,904737,0.965273,1.0,1.0,904737,"[3897, 3832, 3864, 3832, 3897, 3832, 3897, 3767, 3864, 60531]","[5.0, 3.0, 4.0, 3.0, 5.0, 3.0, 5.0, 1.0, 4.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904737]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904737]",0,0,,simulated,,658398376,3002036,0.05707522770772426,0.0,0,0.0,0.0301069590204861
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,30,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,1617336422,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,31,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95178,injected samples,95228,904772,0.965298,1.0,1.0,904772,"[3833, 3833, 3898, 3865, 3898, 3865, 3865, 3800, 3800, 60521]","[3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.0, 2.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904772]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904772]",0,0,,simulated,,2499031021,3102036,0.0570658430401501,0.0,0,0.0,0.03022454198799096
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,31,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2712239054,,,,,,
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,32,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,5,95148,injected samples,95198,904802,0.965317,1.0,1.0,904802,"[3867, 3867, 3834, 3834, 3834, 3867, 3834, 3867, 3834, 60510]","[4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904802]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 904802]",0,0,,simulated,,622720368,3202036,0.05705646580778739,0.0,0,0.0,0.02759204199537635
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,32,0.0,0.0,0.3333333333333333,0.3333333333333333,0.05,0,,scheduled corrupted rounds,0,1000000,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,"{""C1"": null, ""C2"": null, ""K"": 10, ""T"": 1000000, ""feasible"": false, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.0, ""reason"": ""undefined at mu_K=0"", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": null, ""version"": ""xu2021-original-settings-v1""}",infeasible,undefined at mu_K=0,2699713553,,,,,,
