dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,43,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11368,injected samples,11418,988582,0.988588,1.0,1.0,988582,"[1273, 1273, 1255, 1291, 1237, 1273, 1255, 1255, 1255, 1]","[4.0, 4.0, 3.0, 5.0, 2.0, 4.0, 3.0, 3.0, 3.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988582]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988582]",0,0,,simulated,,57509435,4302036,0.10339169186492662,0.10339169186492662,0,0.0,0.028705541975796223
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,43,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,2603112315,,,,11485,10172.3555785469,0.029354625003179535
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,44,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11404,injected samples,11454,988546,0.988552,1.0,1.0,988546,"[1291, 1291, 1255, 1273, 1255, 1273, 1273, 1255, 1237, 1]","[5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 2.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988546]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988546]",0,0,,simulated,,1874106597,4402036,0.10339169186492662,0.10339169186492662,0,0.0,0.028879334015073255
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,44,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,102843390,,,,11492,10179.355578546898,0.03015350000350736
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,45,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11422,injected samples,11472,988528,0.988534,1.0,1.0,988528,"[1255, 1273, 1273, 1273, 1273, 1273, 1237, 1291, 1273, 1]","[3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 5.0, 4.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988528]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988528]",0,0,,simulated,,337391311,4502036,0.10339169186492662,0.10339169186492662,0,0.0,0.02851362500223331
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,45,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,2732940760,,,,11459,10146.355578546903,0.029881333000957966
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,46,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11440,injected samples,11490,988510,0.988516,1.0,1.0,988510,"[1255, 1291, 1273, 1273, 1291, 1273, 1273, 1273, 1237, 1]","[3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988510]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988510]",0,0,,simulated,,1369024122,4602036,0.10339169186492662,0.10339169186492662,0,0.0,0.02858766698045656
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,46,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,169642408,,,,11443,10130.355578546905,0.03093604199239053
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,47,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11476,injected samples,11526,988474,0.98848,1.0,1.0,988474,"[1291, 1273, 1291, 1291, 1291, 1255, 1273, 1273, 1237, 1]","[5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 2.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988474]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988474]",0,0,,simulated,,2190925674,4702036,0.10339169186492662,0.10339169186492662,0,0.0,0.029151166992960498
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,47,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,3251694362,,,,11486,10173.355578546896,0.029346875002374873
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,48,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11440,injected samples,11490,988510,0.988516,1.0,1.0,988510,"[1291, 1273, 1255, 1273, 1273, 1291, 1273, 1255, 1255, 1]","[5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988510]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988510]",0,0,,simulated,,675908272,4802036,0.10339169186492662,0.10339169186492662,0,0.0,0.028378707997035235
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,48,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,4220848658,,,,11507,10194.355578546896,0.02978287500445731
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,49,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,5,11403,injected samples,11453,988547,0.988553,1.0,1.0,988547,"[1291, 1273, 1291, 1273, 1218, 1291, 1255, 1273, 1237, 1]","[5.0, 4.0, 5.0, 4.0, 1.0, 5.0, 3.0, 4.0, 2.0, 0.5169584593246331]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988547]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 988547]",0,0,,simulated,,3030340450,4902036,0.10339169186492662,0.10339169186492662,0,0.0,0.0286886669928208
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,49,0.10339169186492662,2.0,0.3333333333333333,0.3333333333333333,0.05,0,14422,scheduled corrupted rounds,0,1000000,0.988354,0.988354,1.0,985578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 1294, 988354]","[1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293, 1293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1483]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 985578]",12930,1492,"{""C1"": 12930, ""C2"": 1492, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.10339169186492662, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 14422, ""version"": ""xu2021-original-settings-v1""}",simulated,,1906643310,,,,11436,10123.355578546905,0.02933066600235179
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,0,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5347,injected samples,5397,994603,0.994609,1.0,1.0,994603,"[580, 605, 605, 605, 593, 580, 593, 605, 580, 1]","[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994603]",0,0,,simulated,,2515866062,2036,0.15508753779738993,0.15508753779738993,0,0.0,0.029120582999894395
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,0,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,2197501338,,,,5479,4830.798682159959,0.02932695799972862
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,1,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5310,injected samples,5360,994640,0.994646,1.0,1.0,994640,"[605, 568, 605, 605, 593, 580, 593, 580, 580, 1]","[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994640]",0,0,,simulated,,3229162422,102036,0.15508753779738993,0.15508753779738993,0,0.0,0.029040291003184393
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,1,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,911337512,,,,5538,4889.798682159992,0.03062641600263305
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,2,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5311,injected samples,5361,994639,0.994645,1.0,1.0,994639,"[593, 593, 580, 593, 593, 605, 580, 593, 580, 1]","[4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994639]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994639]",0,0,,simulated,,2682608539,202036,0.15508753779738993,0.15508753779738993,0,0.0,0.0295527080015745
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,2,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1231241419,,,,5470,4821.798682159954,0.029362875007791445
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,3,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5262,injected samples,5312,994688,0.994694,1.0,1.0,994688,"[580, 593, 568, 593, 593, 593, 580, 593, 568, 1]","[3.0, 4.0, 2.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994688]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994688]",0,0,,simulated,,1412670535,302036,0.15508753779738993,0.15508753779738993,0,0.0,0.02866962499683723
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,3,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1949526897,,,,5462,4813.79868215995,0.029462583013810217
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,4,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5335,injected samples,5385,994615,0.994621,1.0,1.0,994615,"[605, 593, 605, 568, 580, 605, 605, 593, 580, 1]","[5.0, 4.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0, 3.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994615]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994615]",0,0,,simulated,,1573300880,402036,0.15508753779738993,0.15508753779738993,0,0.0,0.028826708992710337
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,4,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1351103632,,,,5526,4877.798682159984,0.029421750019537285
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,5,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5361,injected samples,5411,994589,0.994595,1.0,1.0,994589,"[593, 593, 580, 605, 593, 605, 605, 593, 593, 1]","[4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994589]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994589]",0,0,,simulated,,1014886114,502036,0.15508753779738993,0.15508753779738993,0,0.0,0.02892941699246876
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,5,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,0,6806,scheduled corrupted rounds,0,1000000,0.994816,0.994816,1.0,993194,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[576, 576, 576, 576, 576, 576, 576, 576, 576, 994816]","[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1047]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 993194]",5750,1056,"{""C1"": 5750, ""C2"": 1056, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.15508753779738993, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 6806, ""version"": ""xu2021-original-settings-v1""}",simulated,,1866762041,,,,5485,4836.7986821599625,0.029523874982260168
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,6,0.15508753779738993,3.0,0.3333333333333333,0.3333333333333333,0.05,5,5286,injected samples,5336,994664,0.99467,1.0,1.0,994664,"[593, 593, 605, 580, 605, 593, 580, 580, 556, 1]","[4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0, 1.0, 0.7754376889869496]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 994664]",0,0,,simulated,,3998072338,602036,0.15508753779738993,0.15508753779738993,0,0.0,0.02874541701748967
